channel,layer_thickness_um,ambient_temp,resin_temp,resin_age,channel_length_um,channel_width_um,channel_height_um,delta_length_um,delta_width_um,delta_height_um,dim_error,flow_rate,perfect nominal flow rate
491,50,99.4,70.9,181,40055,510,510,18.60164461,5.186453452,14.94599206,0.00006378676544,0.12780768,
492,50,100,70.1,187,40055,510,510,8.316422229,10.91585433,-6.983145225,0.0003861420471,0.13634724,
493,50,100,70.6,193,39940,510,509.1521333,4.698158587,13.81136365,22.16266419,0.0002459392626,0.11973876,
494,50,100,70,199,40055,510,509.4002411,15.13329536,14.04443511,10.93332183,0.00002527483797,0.12527568,
495,50,98.3,69.7,205,39940,510,510,18.65375652,7.480842003,16.7061224,0.00006971314908,0.12579492,
496,50,99.8,69.5,211,39940,510,510,8.916431415,12.9919525,11.03920871,0.00001436511989,0.12573702,
497,50,99.1,70,217,40055,510,510,9.445466424,8.894443988,24.78213728,0.0002934107853,0.12078636,
498,50,98.8,69,223,40055,510,509.6666451,9.354651192,8.580546854,11.65933397,0.000008414936828,0.12772572,
499,50,100,70.9,229,40055,510,510,13.99746557,15.98560558,7.229485864,0.00005835454866,0.12613422,
500,50,98.9,69,235,40055,510,510,5.799022138,10.71341622,12.58021667,0.00001005962775,0.1261146,
501,50,99.5,70.9,241,40055,510,510,11.36767538,0.1307386632,10.33348903,0.0001304146665,0.13290408,
502,50,98.7,69.5,247,40055,510,510,11.64125884,16.3023699,3.892014589,0.0001030947988,0.12767694,
503,50,100,70.7,253,40018.79708,510,510,8.317861838,6.303941192,10.84758955,0.00001919522293,0.12934644,
504,50,100,69.5,259,40055,510,510,8.564407227,1.000516391,4.203130986,0.0001532417492,0.1358322,
505,50,99.4,70.1,265,40055,510,510,9.402744793,15.62420395,9.392121977,0.00004310139554,0.12520374,
506,50,99.8,70.1,271,40055,510,510,2.350376748,16.2711337,11.73938713,0.00005704761031,0.12368034,
507,50,100,69.9,277,39940,510,510,11.72449531,21.78999902,3.655536557,0.0002400801418,0.1248309,
508,50,97.1,70.4,283,40055,510,510,7.469090686,21.27272432,15.28583633,0.0002071565031,0.1193325,
509,50,97.6,70.6,289,40055,510,510,14.80550885,10.15447746,10.03757848,0.0000003702833031,0.12779064,
510,50,97.9,69.1,295,40055,510,510,8.66539427,19.95160731,10.35974234,0.0001326658067,0.12246348,
511,100,77.8,69.8,1,40055,510,510,18.58638924,14.18250354,12.5441415,0.00003223089567,0.1244058,
512,100,79.4,69.1,7,39940,510,510,13.22883181,16.31951876,2.105553403,0.0001374619855,0.12858642,
513,100,78.8,70.3,13,39940,508.1005254,508.9079386,11.54125049,15.81160015,8.657722163,0.00008043065828,0.12548832,
514,100,77.7,69.8,19,40055,507.3444053,510,8.338473062,9.635814893,11.55288144,0.00001066960193,0.12722286,
515,100,79.2,70.3,25,40055,510,506.8365468,8.465283625,14.89746434,15.42802093,0.0001308492554,0.12248952,
516,100,78.9,69.8,31,40052.34125,508.1921889,508.4020274,8.339941737,8.274267021,19.62476321,0.0001683454047,0.12383772,
517,100,76.6,70.6,37,40055,510,510,6.16426529,5.243361882,13.68871525,0.00004880649536,0.12836532,
518,100,74.1,70.2,43,40055,510,508.1875117,4.733685767,20.41065039,8.900019185,0.0001457121409,0.12295014,
519,100,72.8,69.2,49,40055,510,509.688205,7.545485539,15.43999179,16.01814033,0.00009335127478,0.12206082,
520,100,71,70.9,55,39946.93071,510,506.5542835,23.0126538,25.09931433,4.218716704,0.0003124648169,0.12287202,
521,100,73.4,69.4,61,40055,510,506.1822593,10.97083131,8.236420695,11.91157094,0.00004831749946,0.12778212,
522,100,73,69.1,67,40055,508.0053347,510,2.238157113,20.68962652,7.558788405,0.0002230476567,0.12346536,
523,100,75.1,69.4,73,40055,508.7144963,509.3816779,14.58696433,6.87496061,-1.526703796,0.0001635091636,0.13571568,
524,100,74.8,70,79,39940,510,510,9.14755463,8.197141724,14.73677195,0.00003524586366,0.12629262,
525,100,74.6,70.4,85,40055,485,510,10.52046619,14.37771588,19.96452606,0.0012835348,0.12059688,
526,100,73.7,70.5,91,40055,510,510,5.877975189,6.382510691,10.71481397,0.00001863228666,0.12937488,
527,100,74.4,70.1,97,39987.98859,510,507.1670896,12.76200652,4.690729373,2.791463067,0.00006324047468,0.13458648,
528,100,73.4,69.4,103,40055,510,510,9.870013526,-0.454446806,11.35575191,0.0001486023441,0.13265994,
529,100,73.1,69,109,40055,510,510,-1.457846218,11.08436185,0.09888626004,0.000132941252,0.13252788,
530,100,73.5,69.9,115,39940,510,510,15.76787642,10.8171685,12.92194104,0.00001346999904,0.12593472,
531,100,75.4,70.2,121,40055,510,510,10.0438524,15.88389693,3.942266519,0.00009550955722,0.12786696,
532,100,72.9,70.6,127,40055,510,510,11.44995522,1.152456721,10.80369124,0.0001056283819,0.13209924,
533,100,74,70.6,133,40055,510,510,14.98158839,14.07907213,4.527601969,0.00006244826646,0.12857856,
534,100,73.5,70,139,40055,510,510,7.365266505,26.31986826,8.340518239,0.0003592620289,0.12014406,
535,100,76.4,70.8,145,39940,510,510,12.70530835,5.399922346,7.425468681,0.00003815316414,0.13168104,
536,100,77.5,69.2,151,40055,510,510,8.131304346,21.12530604,7.413373494,0.0001744084021,0.12331278,
537,100,76.6,70.5,157,40055,510,510,-2.617893037,8.774252771,3.086960834,0.00006641505186,0.13221984,
538,100,77.6,70.4,163,40055,510,510,2.061933717,7.379680642,19.47384805,0.0001294103352,0.12434898,
539,100,79.7,70.5,169,40055,510,508.3716271,3.174097219,-2.042366683,2.159563592,0.0002453706726,0.13865712,
540,100,79.9,69.1,175,40055,510,510,18.39127082,18.68724465,20.0412897,0.0002353401662,0,
541,100,80.3,69.9,181,40055,510,510,16.21201304,18.7555769,10.55090576,0.0001029316046,0.12300702,
542,100,82.2,69.6,187,40055,510,510,3.674455546,8.729897326,3.414611107,0.00006052282514,0.13200828,
543,100,83.2,69.5,193,40055,510,510,11.8756416,13.27151549,4.585607399,0.00005374538742,0.12895248,
544,100,82.3,69.2,199,39940,510,510,15.64345858,10.31576647,2.622893158,0.00007388728776,0.13164438,
545,100,84.8,70.4,205,40055,510,510,4.241838038,19.81466004,7.526503183,0.0001371310658,0.12394662,
546,100,87,69.1,211,40055,510,510,18.35382744,4.979017797,8.395720447,0.0000373250798,0.13146408,
547,100,84.8,69.1,217,40055,510,510,7.675193697,23.30148844,7.573122471,0.0002442256966,0.12209094,
548,100,86,70.6,223,39940,510,508.910574,4.42281852,11.32440707,8.733728796,0.000003245083482,0.12784932,
549,100,86.1,69,229,40055,510,510,8.628487446,21.52915075,5.106460698,0.0002096053746,0.12424962,
550,100,86.6,69.3,235,40055,510,510,3.386732689,15.49374055,-3.210595089,0.0002734896624,0.13178118,
551,100,88.7,69.5,241,40055,510,510,15.76866855,9.145405249,5.23329518,0.00003158972133,0.13090182,
552,100,88.2,69.7,247,40055,510,510,9.456572257,8.047040474,4.574245776,0.0000447692722,0.1317753,
553,100,86.6,69.1,253,40055,510,510,1.426901311,21.41547392,16.02355567,0.0002227262897,0.11896776,
554,100,87.5,69.8,259,39940,510,510,6.958936043,-0.7646179613,16.09318345,0.0002049392415,0.13040046,
555,100,87.5,69.5,265,40055,510,510,14.83980356,16.80890708,1.509039787,0.0001582795032,0.1286844,
556,100,89,69.3,271,40055,510,510,3.463640744,2.406276485,2.828926568,0.0001460052406,0.13580748,
557,100,90.8,69.9,277,40026.33748,510,510,5.227324849,7.092640086,14.1761366,0.00003461665288,0.12714774,
558,100,92,70.4,283,40055,510,510,19.27759399,16.61552477,7.326720375,0.00006814797475,0.12582144,
559,100,92.9,70.7,289,40042.9422,510,510,17.56688278,14.52677486,3.019309959,0.0000924297794,0.12916434,
560,100,93.5,70.3,295,39940,510,510,19.62913346,10.25475121,14.43390123,0.00002762017089,0.12544848,
561,100,93.5,70.5,301,39940,510,508.3686037,4.412250875,12.3513269,9.798029358,0.00001096035653,0.12674898,
